runner_id,race_id,date,hippodrome,distance_metres,discipline,field_size,horse_number,horse_name,jockey_name,trainer_name,draw_position,weight_kg,handicap_distance,deferre,scratch,musique,finish_position,km_time
20260106-R5-C2-10,20260106-R5-C2,20260106,MONS (GHLIN),1750,TROT_ATTELE,11,10,RITE ON LINE  E,GUIDO LAUREYS,GUIDO LAUREYS,10,,1750,False,False,6aDa4a5a5a4a7aDaDa,5,76500
20260106-R5-C2-11,20260106-R5-C2,20260106,MONS (GHLIN),1750,TROT_ATTELE,11,11,POKER FACE,JEAN-MARC BERTRAND,JEAN-MARC BERTRAND,11,,1750,False,True,3a5aDa4a2a5a3a2a6a,,
20260106-R5-C3-1,20260106-R5-C3,20260106,MONS (GHLIN),2300,TROT_ATTELE,12,1,PAPILLON VRIJTHOUT,Mme BEATRICE DEMOULIN,GUIDO LAUREYS,1,,2300,False,False,2a3a1a3a2a1a3a5a1a,6,76100
20260106-R5-C3-2,20260106-R5-C3,20260106,MONS (GHLIN),2300,TROT_ATTELE,12,2,PHEPE WILKES,PIET VAN POLLAERT,CARMEN DE SCHRIJVER,2,,2300,False,False,1a1a1a1a1a1a4a1a3a,2,75800
20260106-R5-C3-3,20260106-R5-C3,20260106,MONS (GHLIN),2300,TROT_ATTELE,12,3,NEIL YOUNG,WIM BOGAERT,WIM BOGAERT,3,,2300,False,False,4a0a4a0a2m4a6a0a0a,11,76900
20260106-R5-C3-4,20260106-R5-C3,20260106,MONS (GHLIN),2300,TROT_ATTELE,12,4,PRINS PAASLOO,Mme HILTJE TJALSMA,B J CREBAS,4,,2300,True,False,4a3a1a1aDa7a5a4a,1,75700
20260106-R5-C3-5,20260106-R5-C3,20260106,MONS (GHLIN),2300,TROT_ATTELE,12,5,REBEL REBEL,JOOST VAN RIET,CELESTINE CORTY,5,,2300,False,False,4a6a4a1a7a2a1a6a1a,8,76300
20260106-R5-C3-6,20260106-R5-C3,20260106,MONS (GHLIN),2300,TROT_ATTELE,12,6,KACOU RIVER,LOGAN BAZIN,Mme. GILBERT MASSCHAELE,6,,2300,False,False,1a5aDa0aDaDaDa8a3a,10,76600
20260106-R5-C3-7,20260106-R5-C3,20260106,MONS (GHLIN),2300,TROT_ATTELE,12,7,RADJA DU LOGIS,NICK VERVLOET,RAF VAN EGDOM,7,,2300,False,False,4a3a1a3a2a3a2a8a2a,7,76100
20260106-R5-C3-8,20260106-R5-C3,20260106,MONS (GHLIN),2300,TROT_ATTELE,12,8,NERO TER PUTTEN,Mme LINDA VAN BAEL,LUC VAN DER MEERSCH,8,,2300,True,False,3a2a2a6a2a0a3a4a3a,9,76500
20260106-R5-C3-9,20260106-R5-C3,20260106,MONS (GHLIN),2300,TROT_ATTELE,12,9,MAHARANI,NICK SCHWARMA,MARCEL HAUBER,9,,2300,False,False,1a2a2a4a1a4a2a2a2a,3,76000
20260106-R5-C3-10,20260106-R5-C3,20260106,MONS (GHLIN),2300,TROT_ATTELE,12,10,PERFECT ONE,DANNY MAHIEU,JO CORBANIE,10,,2300,False,False,2a6a2a5a2a2a3a4a2a,5,76100
20260106-R5-C3-11,20260106-R5-C3,20260106,MONS (GHLIN),2300,TROT_ATTELE,12,11,JUMBO STAR,NIC WILLEMS,NIC WILLEMS,11,,2300,True,False,3aDa2a2a3aDa7a6a0a,12,79500
20260106-R5-C3-12,20260106-R5-C3,20260106,MONS (GHLIN),2300,TROT_ATTELE,12,12,ORIGETTI,GEERT DE WAELE,JONAS VERPLAETSE,12,,2300,False,False,3a5a3a6aDa5aDa2m3a,4,76100
20260106-R5-C4-1,20260106-R5-C4,20260106,MONS (GHLIN),2840,TROT_ATTELE,8,1,OVIEDO BASE,LIEVEN CANNAERT,FILIP GHEKIERE,1,,2840,True,False,1a3a4aDa4a4aDa6aDa,2,75000
20260106-R5-C4-2,20260106-R5-C4,20260106,MONS (GHLIN),2840,TROT_ATTELE,8,2,NASH MOM,FRANCIS NEIRINCK,JO CORBANIE,2,,2840,False,False,2a6a0a6a1a5aDa3a8a,5,76000
20260106-R5-C4-3,20260106-R5-C4,20260106,MONS (GHLIN),2840,TROT_ATTELE,8,3,JESS D'HERTALS,Mme HANNA HUYGENS,AGNES SEVERS,3,,2840,True,False,2a5a4a3a2a4aDa2a6a,4,75500
20260106-R5-C4-4,20260106-R5-C4,20260106,MONS (GHLIN),2840,TROT_ATTELE,8,4,HAWKER TYPOON,KRISTOF DEPUYDT,JO CORBANIE,4,,2840,False,False,8a5aDa3a8mDa4a5a5a,7,79600
20260106-R5-C4-5,20260106-R5-C4,20260106,MONS (GHLIN),2840,TROT_ATTELE,8,5,JAMESON K.W.,PIET VAN POLLAERT,CELESTINE CORTY,5,,2840,True,False,1a1a1a1a2a2a4a7a3a,1,74900
20260106-R5-C4-6,20260106-R5-C4,20260106,MONS (GHLIN),2840,TROT_ATTELE,8,6,ORKAN BO,MARCIANO HAUBER,MARCEL HAUBER,6,,2840,False,False,2a1a7aDa2a2a8a0a8a,6,77600
20260106-R5-C4-7,20260106-R5-C4,20260106,MONS (GHLIN),2840,TROT_ATTELE,8,7,BODY N SOUL,MIKE LENDERS,MIKE LENDERS,7,,2840,False,True,4a3aDa0a8a2m6a5m2m,,
20260106-R5-C4-8,20260106-R5-C4,20260106,MONS (GHLIN),2840,TROT_ATTELE,8,8,IKA JOSSELYN,JULES VAN DEN PUTTE,CELESTINE CORTY,8,,2840,False,False,1a1a3a3aDaDa6a2a8a,3,75500
20260106-R5-C5-1,20260106-R5-C5,20260106,MONS (GHLIN),2300,TROT_ATTELE,11,1,PERFECT VRIJTHOUT,GERARD VERGAERDE,LUC VAN DER MEERSCH,1,,2300,False,False,Qa,7,79700
20260106-R5-C5-2,20260106-R5-C5,20260106,MONS (GHLIN),2300,TROT_ATTELE,11,2,LILLEHAMMER,LIEVEN CANNAERT,LIEVEN CANNAERT,2,,2300,False,True,7aDaDa9a6aDm0a,,
20260106-R5-C5-3,20260106-R5-C5,20260106,MONS (GHLIN),2300,TROT_ATTELE,11,3,MADE IN STAM,LUC BAVIER,LAURENT BECKER,3,,2300,False,False,DaDaQa,,
20260106-R5-C5-4,20260106-R5-C5,20260106,MONS (GHLIN),2300,TROT_ATTELE,11,4,KAPTAIN CENSERIE,GILLES WILLEMS,CHRIST  DECONINCK,4,,2300,False,False,0a0a8a0aDa5a9a,3,79000
20260106-R5-C5-5,20260106-R5-C5,20260106,MONS (GHLIN),2300,TROT_ATTELE,11,5,RUBY STONE,MARCIANO HAUBER,MARCEL HAUBER,5,,2300,False,False,Qa,1,78400
20260106-R5-C5-6,20260106-R5-C5,20260106,MONS (GHLIN),2300,TROT_ATTELE,11,6,EMOTIONAL RESCUE,FRANCIS NEIRINCK,FILIP GHEKIERE,6,,2300,False,False,Qa,6,79400
20260106-R5-C5-7,20260106-R5-C5,20260106,MONS (GHLIN),2300,TROT_ATTELE,11,7,LADY GES,PHILIPPE MASSCHAELE,Mme. GILBERT MASSCHAELE,7,,2300,False,False,Da7aQa,5,79300
20260106-R5-C5-8,20260106-R5-C5,20260106,MONS (GHLIN),2300,TROT_ATTELE,11,8,RISING WILKES,GUNTHER LOIX,HANS CHRISTIAEN,8,,2300,False,False,3a7a3aQa,4,79000
20260106-R5-C5-9,20260106-R5-C5,20260106,MONS (GHLIN),2300,TROT_ATTELE,11,9,LANA FONTAINE,JOHAN KINDT,JOHAN KINDT,9,,2300,False,False,7a5a8a7a3a5a7a3aDa,8,79800
20260106-R5-C5-10,20260106-R5-C5,20260106,MONS (GHLIN),2300,TROT_ATTELE,11,10,LEGENDE DE TALA,BJORN VAN GHELEWE,GEERT FOSSAERT,10,,2300,False,False,Da6a0a6a0a6a8a9a6a,2,78500
20260106-R5-C5-11,20260106-R5-C5,20260106,MONS (GHLIN),2300,TROT_ATTELE,11,11,MISS DE CLAIVINCE,GREGORY CELIS,GREGORY  CELIS,11,,2300,True,False,0aDa7a6a8a5a8a6aQa,9,79900
20260106-R5-C6-1,20260106-R5-C6,20260106,MONS (GHLIN),2300,TROT_ATTELE,9,1,KAZANO,DAVID LEROI,DAVID LEROI,1,,2300,False,True,0a3a7aDa6aDaDa6a,,
20260106-R5-C6-2,20260106-R5-C6,20260106,MONS (GHLIN),2300,TROT_ATTELE,9,2,OSTARA FLEVO,JAN CAMPE,JEROEN VAN OOTEGHEM,2,,2300,False,False,Da7aDa6a6a,5,79600
20260106-R5-C6-3,20260106-R5-C6,20260106,MONS (GHLIN),2300,TROT_ATTELE,9,3,KLOVIS LA BRECHE,PHILIPPE MASSCHAELE,Mme. GILBERT MASSCHAELE,3,,2300,True,False,0aDaDa5aDa0a8a5a4a,,
20260106-R5-C6-4,20260106-R5-C6,20260106,MONS (GHLIN),2300,TROT_ATTELE,9,4,LUNA BELLISSIMA,KRISTOF DEPUYDT,CARINE DE SOETE,4,,2300,False,False,0a0a8aDa0m9aDa0a7a,2,78300
20260106-R5-C6-5,20260106-R5-C6,20260106,MONS (GHLIN),2300,TROT_ATTELE,9,5,SORENTO LOCO,GUNTHER LOIX,HEDWIG SLEURS,5,,2300,False,False,1aDa5a1a2a2a2a4aQa,1,78100
20260106-R5-C6-6,20260106-R5-C6,20260106,MONS (GHLIN),2300,TROT_ATTELE,9,6,PETIT BEAULIEU,LIEVEN CANNAERT,LIEVEN CANNAERT,6,,2300,False,False,Da4a2a4a2a7a0aDa3a,3,78400
20260106-R5-C6-7,20260106-R5-C6,20260106,MONS (GHLIN),2300,TROT_ATTELE,9,7,SAPHIR DE REVE,GUIDO LAUREYS,GUIDO LAUREYS,7,,2300,False,True,Da1a4a2a1a2a1a2a1a,,
20260106-R5-C6-8,20260106-R5-C6,20260106,MONS (GHLIN),2300,TROT_ATTELE,9,8,RISING PASEL,MARCIANO HAUBER,MARCEL HAUBER,8,,2300,False,False,2aDaQa,,
20260106-R5-C6-9,20260106-R5-C6,20260106,MONS (GHLIN),2300,TROT_ATTELE,9,9,KIEFFER KERGUILERM,Mme SANDRA VAN IMPE,SANDRA VAN IMPE,9,,2300,False,False,Da3a6aDa8aQa,4,78700
20260106-R5-C7-1,20260106-R5-C7,20260106,MONS (GHLIN),2300,TROT_ATTELE,9,1,MONA LE LOUP,JOSEPH VERBEECK,KURT VAN CRAEIJNEST,1,,2300,False,False,3a7a2a3a9aQa,2,77300
20260106-R5-C7-2,20260106-R5-C7,20260106,MONS (GHLIN),2300,TROT_ATTELE,9,2,MILLEMIA IMPERIALE,GEERT LANNOO,ARSENE LANNOO,2,,2300,False,False,8a3a2a5a6aQa,4,77900
20260106-R5-C7-3,20260106-R5-C7,20260106,MONS (GHLIN),2300,TROT_ATTELE,9,3,MAUVE D'HUIN,JULES VAN DEN PUTTE,KRIS STAELENS,3,,2300,False,False,6a3aDaQa,5,78500
20260106-R5-C7-4,20260106-R5-C7,20260106,MONS (GHLIN),2300,TROT_ATTELE,9,4,MANOU DU CHIFFRES,SEB. VAN HAUWERMEIREN,ROLAND DE COCK,4,,2300,False,False,8a5a2a0a0aDaDa4aQa,7,80900
20260106-R5-C7-5,20260106-R5-C7,20260106,MONS (GHLIN),2300,TROT_ATTELE,9,5,MOON D'AVRIL,Mme HANNA HUYGENS,RAPHAEL ONGHENA,5,,2300,False,False,2a2a2aQa,,
20260106-R5-C7-6,20260106-R5-C7,20260106,MONS (GHLIN),2300,TROT_ATTELE,9,6,MERCEDES ROYALE,GILLES WILLEMS,TONY MARTENS,6,,2300,False,False,Da7a3aDaDa4aDaQaQa,3,77400
20260106-R5-C7-7,20260106-R5-C7,20260106,MONS (GHLIN),2300,TROT_ATTELE,9,7,MISS DURBUY,ERIK VAN CAPELLEN,OLIVIER RUCQUOY,7,,2300,False,False,0a6a3a5a7a3aQa,,
20260106-R5-C7-8,20260106-R5-C7,20260106,MONS (GHLIN),2300,TROT_ATTELE,9,8,MISS MELODY PEEL,LUC ROELENS,LUC ROELENS,8,,2300,False,False,4aDaDaQa,1,77300
20260106-R5-C7-9,20260106-R5-C7,20260106,MONS (GHLIN),2300,TROT_ATTELE,9,9,MA BELLE TAL,GREGORY CELIS,GREGORY  CELIS,9,,2300,False,False,3a5a4a7aDa8a3a3a,6,80800
20260107-R2-C1-1,20260107-R2-C1,20260107,SON PARDO,2650,TROT_ATTELE,8,1,LAMBORGHINI BRANCH,J.C. ROTGER,AND. OLIVA S.,1,,2650,False,False,(25)3aDaDaDa5aDa,6,79400
20260107-R2-C1-2,20260107-R2-C1,20260107,SON PARDO,2650,TROT_ATTELE,8,2,KOREA MAR,A. FRONTERA,A. FRONTERA,2,,2650,False,False,(25)5a3a0a4aDaDa,1,78400
20260107-R2-C1-3,20260107-R2-C1,20260107,SON PARDO,2650,TROT_ATTELE,8,3,KETCHUP,D. OLIVER,D. OLIVER,3,,2650,True,False,(25)2a6a1a0a1aDa,,
20260107-R2-C1-4,20260107-R2-C1,20260107,SON PARDO,2650,TROT_ATTELE,8,4,MAREA DE LADIL,JME. FLUXA,J. POCOVI,4,,2650,False,True,(25)2a4aDa1a2aDa,,
20260107-R2-C1-5,20260107-R2-C1,20260107,SON PARDO,2650,TROT_ATTELE,8,5,MILAN DES COLLS,M. MESTRE,A. GOMEZ F.,5,,2650,True,False,(25)1a7a3a2a3a1a,2,78400
20260107-R2-C1-6,20260107-R2-C1,20260107,SON PARDO,2650,TROT_ATTELE,8,6,MAX GIO,B. MASCARO,P. MESQUIDA R. II,6,,2650,False,False,(25)3a1a1a5aDaDa,4,78800
20260107-R2-C1-7,20260107-R2-C1,20260107,SON PARDO,2650,TROT_ATTELE,8,7,MAXIMUS LOVE RS,J. FLUXA,J. FLUXA,7,,2650,True,False,(25)4aRa3a3a4aDa,3,78700
20260107-R2-C1-8,20260107-R2-C1,20260107,SON PARDO,2650,TROT_ATTELE,8,8,MAVERICK MAR,G. ANDREU,G. ANDREU,8,,2650,False,False,(25)7a6a1a1a5a3a,5,78900
20260107-R2-C2-1,20260107-R2-C2,20260107,SON PARDO,2650,TROT_ATTELE,8,1,FALCON D'ESPACE,S. POCOVI,J. POCOVI,1,,2650,False,False,(25)6a7m3a7a5m6m,7,76320
20260107-R2-C2-2,20260107-R2-C2,20260107,SON PARDO,2650,TROT_ATTELE,8,2,HEROS DE FLEUR,J.A. RIERA,F. BENNASAR,2,,2650,False,False,(25)0a7a2a3a0a5a,6,76130
20260107-R2-C2-3,20260107-R2-C2,20260107,SON PARDO,2650,TROT_ATTELE,8,3,GREEN DE LARRE,M. RIERA B.,JME. VAQUER,3,,2650,False,False,(25)2a5a2a2a1a1a,2,75220
20260107-R2-C2-4,20260107-R2-C2,20260107,SON PARDO,2650,TROT_ATTELE,8,4,FANFARONNEUR,JME. FLUXA,J. POCOVI,4,,2650,False,False,(25)1a1a7a0a5a3a,1,74980
20260107-R2-C2-5,20260107-R2-C2,20260107,SON PARDO,2650,TROT_ATTELE,8,5,GOLDORACK,F. BENNASAR,F. BENNASAR,5,,2650,False,False,(25)Da4a5a4a0a7a,3,75580
20260107-R2-C2-6,20260107-R2-C2,20260107,SON PARDO,2650,TROT_ATTELE,8,6,EGO TURGOT,J. RIERA S.,J. RIERA S.,6,,2650,True,False,(25)Da6a3a0a6aRa,5,79150
20260107-R2-C2-7,20260107-R2-C2,20260107,SON PARDO,2650,TROT_ATTELE,8,7,FELLI ELEVEN,A. FRONTERA,A. FRONTERA,7,,2650,False,False,(25)4a3aDa5a1a0a,8,77170
20260107-R2-C2-8,20260107-R2-C2,20260107,SON PARDO,2650,TROT_ATTELE,8,8,JACK FOULONIERE,G. RIERA,G. RIERA,8,,2650,False,False,(25)5a6a5a4a3a4a,4,79060
20260107-R2-C3-1,20260107-R2-C3,20260107,SON PARDO,2650,TROT_ATTELE,11,1,JAGERMEISTER CO,A. FRONTERA,J. CAPELLA,1,,2650,False,False,(25)1a3aDm2a2a1a,2,76820
20260107-R2-C3-2,20260107-R2-C3,20260107,SON PARDO,2650,TROT_ATTELE,11,2,LIFE ETOILEE,ANT. ANDREU M.,F. IZQUIERDO M.,2,,2650,False,False,(25)0a0a4a0aDaDa,9,78680
20260107-R2-C3-3,20260107-R2-C3,20260107,SON PARDO,2650,TROT_ATTELE,11,3,ILIKEIT,F. BENNASAR,F. BENNASAR,3,,2650,False,False,(25)5a6a3a0a2a3a,4,77040
20260107-R2-C3-4,20260107-R2-C3,20260107,SON PARDO,2650,TROT_ATTELE,11,4,GORLANDO STEED,A. VIDAL A.,A. VIDAL A.,4,,2650,False,False,(25)4a5a2a6a3a7a,8,77730
20260107-R2-C3-5,20260107-R2-C3,20260107,SON PARDO,2650,TROT_ATTELE,11,5,INSTINT DE CLIDE,C. RIERA M.,S. CONTESTI,5,,2650,False,False,(25)4a5a3a6a0a7a,3,76960
20260107-R2-C3-6,20260107-R2-C3,20260107,SON PARDO,2650,TROT_ATTELE,11,6,JOSCANO,J. FORTEZA R.,D. ABAD,6,,2650,False,False,(25)3aRaRa3a1a3a,1,76810
20260107-R2-C3-7,20260107-R2-C3,20260107,SON PARDO,2650,TROT_ATTELE,11,7,ISBET SANT,M.A. BINIMELIS,M.A. BINIMELIS,7,,2650,False,True,(25)4a4a5a2m6a0a,,
20260107-R2-C3-8,20260107-R2-C3,20260107,SON PARDO,2650,TROT_ATTELE,11,8,INFINIT D'ESCANDOL,M. MESTRE,D. ABAD,8,,2650,True,False,(25)2a2a5a3a5a2a,5,77060
20260107-R2-C3-9,20260107-R2-C3,20260107,SON PARDO,2650,TROT_ATTELE,11,9,JOKER WIND,J.A. RIERA,M. ANDREU M.,9,,2650,False,False,(25)DaDa5aDa0a(23)0a,,
20260107-R2-C3-10,20260107-R2-C3,20260107,SON PARDO,2650,TROT_ATTELE,11,10,GOOD PLAY JEPHI,A. VALLS,F. BENNASAR,10,,2650,False,False,(25)Da2a5a6aDa4a,6,77110
20260107-R2-C3-11,20260107-R2-C3,20260107,SON PARDO,2650,TROT_ATTELE,11,11,IBISCUS DE MAHEY,M. RIERA B.,JME. VAQUER,11,,2650,False,False,(25)Da3a7aDa1a6a,7,77730
20260107-R2-C4-1,20260107-R2-C4,20260107,SON PARDO,2650,TROT_ATTELE,12,1,LEO BLAI,F.J. MARTI,F. J. MARTI,1,,2650,False,False,(25)6a0a5a5a7a1a,7,77170
20260107-R2-C4-2,20260107-R2-C4,20260107,SON PARDO,2650,TROT_ATTELE,12,2,KATARI CROWN,A. VALLS,M. VICH C.,2,,2650,True,False,(25)4a5a7a4a6a0a,5,77110
20260107-R2-C4-3,20260107-R2-C4,20260107,SON PARDO,2650,TROT_ATTELE,12,3,LORD CASH DE FONT,J. CARRERAS P.,JME. MORRO,3,,2650,False,False,(25)Da2a4a7aDa0a,9,77410
20260107-R2-C4-4,20260107-R2-C4,20260107,SON PARDO,2650,TROT_ATTELE,12,4,KAISER DE BANVILLE,M. RIERA B.,J. VAQUER M.,4,,2650,False,False,(25)DaDaDm7mDaDm,,
20260107-R2-C4-5,20260107-R2-C4,20260107,SON PARDO,2650,TROT_ATTELE,12,5,JALEO BJ,J.C. ROTGER,J.C. ROTGER,5,,2650,False,False,(25)Da7a0aDa0a4a,,
20260107-R2-C4-6,20260107-R2-C4,20260107,SON PARDO,2650,TROT_ATTELE,12,6,JESS DE JADE,G. RIERA,G. RIERA,6,,2650,False,False,(25)6a0a5aDa0aDa,10,77850
20260107-R2-C4-7,20260107-R2-C4,20260107,SON PARDO,2650,TROT_ATTELE,12,7,KAMARAN FB,B. MASCARO,M. NADAL,7,,2650,False,False,(25)2a7a5a0a7a1a,3,77020
20260107-R2-C4-8,20260107-R2-C4,20260107,SON PARDO,2650,TROT_ATTELE,12,8,INDEPENDENTA A,G. ANDREU,G. ANDREU,8,,2650,True,False,(25)0aDa1a0a0a1a,6,77170
20260107-R2-C4-9,20260107-R2-C4,20260107,SON PARDO,2650,TROT_ATTELE,12,9,KELLY JEPHI,ANT. ANDREU M.,D. ANDREU R.,9,,2650,False,False,(25)4a1a7a0a1a2a,8,77340
20260107-R2-C4-10,20260107-R2-C4,20260107,SON PARDO,2650,TROT_ATTELE,12,10,JOURNEE DU CHOQUEL,JME. FLUXA,J. POCOVI,10,,2650,False,False,(25)3a0a1a0a5a6a,4,77030
20260107-R2-C4-11,20260107-R2-C4,20260107,SON PARDO,2650,TROT_ATTELE,12,11,KAA DE FONTAINE,A. VAQUER S.,J. VAQUER M.,11,,2650,False,False,(25)3a4a4a0a1a1a,2,76900
20260107-R2-C4-12,20260107-R2-C4,20260107,SON PARDO,2650,TROT_ATTELE,12,12,JALLEIRA ATAC,J. BAUZA B.,D. RODRIGUEZ R.,12,,2650,False,False,(25)2a2a1a6a2a0a,1,76620
20260107-R3-C1-1,20260107-R3-C1,20260107,ANGERS,2350,TROT_ATTELE,10,1,NEO DE JOUDES,J.PH. MONCLIN,J.PH. MONCLIN,1,,2350,False,False,(25)1a,,
20260107-R3-C1-2,20260107-R3-C1,20260107,ANGERS,2350,TROT_ATTELE,10,2,NO TIME DU DONJON,CH. DREUX,Ch. DREUX,2,,2350,False,False,(25)Da3a,,
20260107-R3-C1-3,20260107-R3-C1,20260107,ANGERS,2350,TROT_ATTELE,10,3,NERPRUN,A. BARRIER,N. LEMETAYER,3,,2350,False,False,(25)2a,,
20260107-R3-C1-4,20260107-R3-C1,20260107,ANGERS,2350,TROT_ATTELE,10,4,NARKOS DU CHATAULT,B. ROCHARD,J.PH. MONCLIN,4,,2350,False,False,(25)5a,,
20260107-R3-C1-5,20260107-R3-C1,20260107,ANGERS,2350,TROT_ATTELE,10,5,NUMBER DREAM,J. LEBOUTEILLER,J. LEBOUTEILLER,5,,2350,False,False,(25)DaDa,,
20260107-R3-C1-6,20260107-R3-C1,20260107,ANGERS,2350,TROT_ATTELE,10,6,NORTHWOOD,E. RAFFIN,L. BAUDRON,6,,2350,False,False,(25)1aDa,,
20260107-R3-C1-7,20260107-R3-C1,20260107,ANGERS,2350,TROT_ATTELE,10,7,NEWCASH DE PHYT'S,L. BAUDOUIN,J.M. BAUDOUIN,7,,2350,False,False,(25)Dm4mDa4a,,
20260107-R3-C1-8,20260107-R3-C1,20260107,ANGERS,2350,TROT_ATTELE,10,8,NOOR DU CAMPUS,M. ABRIVARD,L.CL. ABRIVARD,8,,2350,True,False,(25)3a4a,,
20260107-R3-C1-9,20260107-R3-C1,20260107,ANGERS,2350,TROT_ATTELE,10,9,NEED YOU AGAIN,M. MOTTIER,Théo CHERADAME,9,,2350,False,False,(25)0aDa,,
20260107-R3-C1-10,20260107-R3-C1,20260107,ANGERS,2350,TROT_ATTELE,10,10,NIARKOS DU CEBE,L. GUINOISEAU,K. LEBLANC,10,,2350,False,False,(25)Da,,
20260107-R3-C2-1,20260107-R3-C2,20260107,ANGERS,2350,TROT_ATTELE,13,1,MAQUENZA DU BOCAGE,A. COLLETTE,Mlle Estelle BRIALLON,1,,2350,False,False,(25)Da1a1a8aDa7aDa,,
20260107-R3-C2-2,20260107-R3-C2,20260107,ANGERS,2350,TROT_ATTELE,13,2,MADO,M. MOTTIER,L. JUBLOT,2,,2350,True,False,(25)0m2m9mDaDa7aDa8a6a,,
20260107-R3-C2-3,20260107-R3-C2,20260107,ANGERS,2350,TROT_ATTELE,13,3,MONIA SEVEN,J.PH. MONCLIN,E.G. BLOT,3,,2350,False,False,(25)3a2a7a1a7a6a9aDaDa,,
20260107-R3-C2-4,20260107-R3-C2,20260107,ANGERS,2350,TROT_ATTELE,13,4,MOETE DE BELFOND,F. NIVARD,E. VARIN,4,,2350,False,False,(25)0a9a8a2a2a2a,,
20260107-R3-C2-5,20260107-R3-C2,20260107,ANGERS,2350,TROT_ATTELE,13,5,MALINKA DE GENNES,A. LEFAUCHEUX,D. LEFAUCHEUX,5,,2350,True,False,(25)9a6m3m4a4a6a6a8a7a,,
20260107-R3-C2-6,20260107-R3-C2,20260107,ANGERS,2350,TROT_ATTELE,13,6,MILONGA DU CHENE,TH. DROMIGNY,J. LE MER,6,,2350,True,False,(25)2a7a6a2a3aDa,,
20260107-R3-C2-7,20260107-R3-C2,20260107,ANGERS,2350,TROT_ATTELE,13,7,MONEY DU CHATELET,A. BARRIER,F. HAREL,7,,2350,True,False,(25)4a3a3a1a5a,,
20260107-R3-C2-8,20260107-R3-C2,20260107,ANGERS,2350,TROT_ATTELE,13,8,MIDNIGHT CHENU,B. ROCHARD,P. PELLEROT,8,,2350,True,False,(25)8aDa0a1a2a,,
20260107-R3-C2-9,20260107-R3-C2,20260107,ANGERS,2350,TROT_ATTELE,13,9,MAESTRIA DE CHENU,P. PELLEROT,P. PELLEROT,9,,2350,True,False,(25)7a4a7a2aDaDa4a7a5a,,
20260107-R3-C2-10,20260107-R3-C2,20260107,ANGERS,2350,TROT_ATTELE,13,10,MIROITANTE DE PADD,M. ABRIVARD,M. ABRIVARD,10,,2350,True,False,(25)0a5aDa3aDa2a,,
20260107-R3-C2-11,20260107-R3-C2,20260107,ANGERS,2350,TROT_ATTELE,13,11,MINKY PERRINE,L. GUINOISEAU,J.F. MARY,11,,2350,True,False,(25)9a9a,,
20260107-R3-C2-12,20260107-R3-C2,20260107,ANGERS,2350,TROT_ATTELE,13,12,MY QUEEN BLUE,A. DABOUIS,J.PH. MARY,12,,2350,False,False,(25)0a8a9a3a4a3a4a3a,,
20260107-R3-C2-13,20260107-R3-C2,20260107,ANGERS,2350,TROT_ATTELE,13,13,MIDNIGHT SOMOLLI,P.Y. VERVA,F. LINDREC,13,,2350,False,False,(25)6a3a0aDaDa3a7a2aDa,,
20260107-R3-C3-1,20260107-R3-C3,20260107,ANGERS,3125,TROT_MONTE,12,1,KENOBI D'HERFRAIE,E. RAFFIN,CL. THOMAIN,,,3125,True,False,(25)3m1m2m6m4mDmDm1m(24),,
20260107-R3-C3-2,20260107-R3-C3,20260107,ANGERS,3125,TROT_MONTE,12,2,JEDEO DES VAUX,Mlle ALEXIANE LEPAGE,CH.A. MARY,,,3125,True,False,(25)Da9m2m6m6m3mDa3mDm,,
20260107-R3-C3-3,20260107-R3-C3,20260107,ANGERS,3125,TROT_MONTE,12,3,HIER ENCORE,TH. DROMIGNY,G.M. BERNIER,,,3125,False,False,(25)0mDm6mDm4mDm0mDmDm,,
20260107-R3-C3-4,20260107-R3-C3,20260107,ANGERS,3125,TROT_MONTE,12,4,IANINA DES BORDES,Mlle E. CALLIER,V. FOUCAULT,,,3125,True,False,(25)6mDa0a4m3m6aDa2m8a,,
20260107-R3-C3-5,20260107-R3-C3,20260107,ANGERS,3125,TROT_MONTE,12,5,JUSTICE D'EOLE,W. DERSOIR-HABIB,J.PH. MARY,,,3125,True,False,(25)4m5m4m0m8m4mDm2mDm,,
20260107-R3-C3-6,20260107-R3-C3,20260107,ANGERS,3125,TROT_MONTE,12,6,KWARTZ SIBEY,R. MARTY,J.M. BAUDOUIN,,,3125,True,False,(25)2m0a4a5a0a0a6a6a4a,,
20260107-R3-C3-7,20260107-R3-C3,20260107,ANGERS,3125,TROT_MONTE,12,7,JANTARA DESBOIS,M. MOTTIER,Y. HENRY,,,3125,True,False,(25)0m2m6a7m0a0a3m1m1m,,
20260107-R3-C3-8,20260107-R3-C3,20260107,ANGERS,3125,TROT_MONTE,12,8,GIRLY D'HUON,O. PLACIER,H. MARIE,,,3125,True,False,(25)0a2a5mDa5m0a4a9a6a,,
20260107-R3-C3-9,20260107-R3-C3,20260107,ANGERS,3125,TROT_MONTE,12,9,JIHERE DU PORET,A. COLLETTE,G. GILLOT,,,3125,True,False,(25)5m8mAm1mDm8mDmDmDm,,
20260107-R3-C3-10,20260107-R3-C3,20260107,ANGERS,3125,TROT_MONTE,12,10,IRON BIRD DEVOL,S.E. PASQUIER,F. TERRY,,,3125,True,False,(25)1m0a0a1a4m5a4aDa6a,,
