place,placeoptin,rapport,cr-reunion,cr-num,cr-nb_partants,cr-Hippodrome,cr-Evt,cr-Date,cr-autostart,cr-corde,cr-etat du terrain,cr-distance,Numcheval,CoteProbable,Sexe,NbRencontre,NbBattus,SommeNbRencontre,SommeNbBattus,NumCourseJockey,QteCourseJockeyJour,SumCote5Race,MoyenneCote5Race,qteCoteCheval,ETCote5Race,SumPoids,SumIdJockey,SumidHippodrome,SumIdDeferre,SumDistance,SumAllocation,PositionIdJockey,PositionidHippodrome,PositionIdDeferre,PositionDistance,PositionAllocation,pourcentIdJockey,pourcentidHippodrome,pourcentIdDeferre,pourcentDistance,pourcentAllocation,SommeCourse,nbjourdercourse,numeroagespec,numerodistancespec,numerodeferrespec,numerosexespec,numeroagesexedistancespec,idjockeynumcoursenbrcoursespec,jockeyReussite,jockeyReussitePlusPlace,jockeyReussiteSpecialite,jockeynReussiteDistance,jockeyReussiteIdcheval,jockeyReussiteDeferre,jockeynReussiteSpecialiteDeferre,jockeyReussiteDistanceDeferre,entraineurReussite,entraineurReussitePlusPlace,entraineurReussiteSpecialite,entraineurnReussiteDistance,entraineurReussiteIdcheval,chevalReussite,chevalReussitePlusPlace,chevalReussiteSpecialite,chevalnReussiteDistance,coteprobable,gains
1,1,1.5,3,5,16,Son Pardo,0,05-01-2011,1,corde à gauche,terrain  (psf),2.150 mètres,8,6,F,0,0,0,0,0.6667,0.3333,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0.5292,0.9,0.3333,0.6,0.4545,0.6875,0,0.1023,0,0.1023,0.2559,1,0.0865,1,0.1414,0,0,0,0,0,1,1,1,0,0.9574,0.9964
1,1,1.4,3,6,15,Son Pardo,0,05-01-2011,1,corde à gauche,terrain  (psf),1.650 mètres,15,5,M,0,0,0,0,0.5,0.5,0,0,0,0,0,0.1818,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.9258,0.375,0.1,1,0.5,0,0.3729,0.3454,0.3429,0.3454,0.3333,0,0.3038,1,0.3333,0,0,0,0,0,0,0,0,0,1,0
1,1,1.5,1,1,16,Vincennes,1,06-01-2011,0,corde à gauche,terrain collant,2.175 mètres,10,4,H,0,0,0,0,0,0.4,1,1,1,0.9589,0,0.9143,0.6667,0.7353,1,1,0.7692,0,0,1,1,0,0,0,1,1,1,0.8919,0.2857,0.1628,0.1333,0.4286,0.34,0,0.0577,0,0.0546,0,0,0,1,0.282,1,1,1,1,0,0,0,0,1,1,0.9434
1,1,1.4,1,2,10,Vincennes,0,06-01-2011,0,corde à gauche,terrain collant,2.175 mètres,7,4,F,0,0,0,0,1,0.6,0.815,0.815,0,0.5796,0,0.9167,0.75,0.875,0.75,1,0.625,0.5,0.5,1,1,0,0.36,0,1,1,0.7857,1,0.125,0.4194,0.0625,0.125,0.4545,0.3333,0.6415,0.3721,0.7957,0.3622,0,0.5808,0.25,0.5,0,0,0,0,0,0.1891,0.1949,0.1891,1,1,0
1,1,2.3,1,4,14,Vincennes,0,06-01-2011,0,corde à gauche,terrain collant,2.700 mètres,6,3,M,0,0,0,0,0,0,0.743,0.6684,1,0.5511,0,1,0,1,0.125,1,1,0.3333,0.3333,0.6667,1,1,0.86,1,0.88,1,0.3,0.9787,0,0.0833,0.72,0.1,0.4667,0,0,0,0,0,1,0.3212,1,0.5727,1,1,1,1,0,0.9745,0.9886,0.9517,0.875,1,0.0567
1,1,1.3,1,6,13,Vincennes,0,06-01-2011,0,corde à gauche,terrain collant,2.700 mètres,13,3,H,0,0,0,0,0,0,1,1,0,1,0,0.918,0.0909,0.7383,0.3571,0.6667,0.7917,0.375,0.375,0.6667,0.5,0,0.6173,0.5,0.6932,0.5,0.4522,0.9841,1,0.0833,0,0.4444,0.3929,0.1471,0.5524,0.3145,0.6088,0.1945,0,0.3336,0.1666,0.0017,1,1,1,1,0,0.6615,0.5068,0.4991,0.6932,1,0
0,2,0,1,8,10,Vincennes,0,06-01-2011,0,corde à gauche,terrain collant,2.200 mètres,5,2,M,0,0,0,0,0,0,1,1,1,1,0,0.8333,1,0.8,1,1,0.5,1,1,1,0,0,1,0,1,0,1,1,0.2,0.2667,0.8,0.1429,0.6,0,0.0634,0,0.0601,0,0,0,0,0.1457,0.6667,0.6502,0.6667,0,0,0,0,0,1,1,0.4065
0,2,0,3,1,12,Gelsenkirchen,0,06-01-2011,1,corde à droite,terrain  (psf),2.000 mètres,7,0,F,0,0,0,0,0,0,1,1,1,0,0,0.7778,0.4545,0.4615,0.2857,1,0,0,0,0,0,0,0.43,0,0.2,0,0.5455,0.3636,0,0.5,0,0.125,0.78,0.26,0.0938,0,0.021,0,0,0.1093,0,0,0,0,0,0,0,0,0,0,0.2,0,0.9967
0,8,0,3,2,14,Gelsenkirchen,0,06-01-2011,1,corde à droite,terrain  (psf),2.000 mètres,1,0,H,0,0,0,0,1,1,1,1,1,0,0,0.8571,0.8667,1,0.6,1,0.6667,0.8889,0.8889,0.5556,0,0,0.5,1,0.34,0,0.5333,0.9756,0.6667,0.8333,0.3333,1,0.8605,1,0.6364,0.9073,0.6364,0.6667,0,1,0,1,0,0,0,0,0,0.2857,0.258,0.2857,0.3333,0,0.9986
1,1,1.9,3,3,14,Gelsenkirchen,0,06-01-2011,1,corde à droite,terrain  (psf),2.000 mètres,8,0,H,0,0,0,0,0,0,1,1,1,0,0,0.85,0.9189,1,0.7778,1,0.5,0.5714,0.5714,0.2,1,0,0,1,0,1,0.8868,0.8025,0,0,0.0625,0.3333,0.4,0,0.0999,0,0.0999,0.08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,8,0,3,5,14,Gelsenkirchen,0,06-01-2011,1,corde à droite,terrain  (psf),2.000 mètres,5,0,H,0,0,0,0,1,1,0,0,0,0,0,0,0.75,0.125,0.875,0,0,1,1,1,0,0.58,1,0.58,1,0,0.125,0.6609,0.125,0.25,0.5625,0,0.3934,0.9067,0.5483,0.8426,0.5483,0.5488,0.5714,0.4903,0,0.4914,0,0,0,0,0,0.5714,0.5459,0.5714,1,0,0.9957
0,2,0,3,6,14,Gelsenkirchen,0,06-01-2011,1,corde à droite,terrain  (psf),2.000 mètres,3,0,F,0,0,0,0,0,0,1,1,1,0,0,0,0.5,0.3571,0.4444,1,0,0.5,0.5,0,0,0,0,0.5,0,0,0.3846,0.9712,0.4615,0.8333,0.75,1,0.3571,0.76,0.0645,0.2267,0.0645,0.2941,0,0.0645,0,0.2941,0,0,0,0,0,0.5001,0.4709,0.5001,0,0,1
0,8,0,2,1,16,Cagnes,0,07-01-2011,1,corde à gauche,terrain bon,2.150 mètres,12,4,F,0,0,0,0,0,0,1,1,1,1,0,0.8182,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0.7857,0.8634,0.25,1,0,0.5556,0.7391,0,0,0,0,0,0,1,1,1,0.0667,0.0842,0.0667,0,0,0,0.0189,0,1,1,0.9157
1,1,1.4,2,2,12,Cagnes,0,07-01-2011,0,corde à gauche,terrain bon,2.925 mètres,7,7,F,0,0,0,0,0,0,0.8901,0.9813,0,0.8924,0,0.8571,0,0.7,0.5714,1,0.6,0,0,0.5,1,0,0,0.2,0,1,1,0.8095,0.25,0.3158,0.5625,0.125,0.6829,0.3617,0.3024,0.4842,0.3024,0.2823,0,0.4872,1,0.4806,1,1,1,0,0,0,0,0,0,0.9355,0
1,1,1.3,2,3,16,Cagnes,0,07-01-2011,1,corde à gauche,terrain bon,2.150 mètres,6,2,H,0,0,0,0,0.5,0,1,1,0,0.9936,0,0.375,0,1,0.6667,1,0.3077,0,0,1,1,0.55,0,0,1,1,0.8824,1,0.2857,0.2381,0.0588,0.4,0.12,0,0,0.2698,0,0,0.55,0,0.3333,0,0.2,0.1765,0.2,1,0,0.3585,0.3415,0.3688,1,1,0
1,1,1.6,2,4,16,Cagnes,0,07-01-2011,1,corde à gauche,terrain bon,2.150 mètres,3,3,M,0,0,0,0,1,0.75,1,1,0,1,0,0.8,0,0.7407,1,0,0.8,0,0,1,0,0.75,0,0.5,1,0,1,0.7829,0.625,0.1905,0.8,0.4545,0.3929,0.4103,0.3955,0.3769,0.3955,0.233,0.75,0.4511,1,0.4482,1,1,1,0,0,0.2979,0.3167,0.2979,1,1,0.8271
1,1,1.3,2,5,15,Cagnes,0,07-01-2011,0,corde à gauche,terrain bon,2.925 mètres,10,2,M,0,0,0,0,1,0.75,0.737,0.7538,0,0.7458,0,0,0,0.5652,0.9333,0.4,0.2,0,0,0.8571,0.6667,0.434,0,0.6829,0,0.67,0.8491,1,0.25,0.2105,0.8235,0.3,0.9231,0.2609,0.5824,0.588,0.6052,0,0.4375,0.4093,0.1111,0.25,1,1,1,0,0,0.7134,0.8231,0.7387,0,1,0.7862
0,2,0,2,6,16,Cagnes,0,07-01-2011,1,corde à gauche,terrain bon,2.150 mètres,1,6,M,0,0,0,0,0.75,0.75,0.5552,0.7583,0,0.8477,0,0.9853,0,0.6379,0.7692,0.8462,0.9444,0,0,0.5,1,0,0,0.5,0.34,1,1,0.9808,0.6667,0.1905,1,0.75,0.3333,0.5814,0.3594,0.9176,0.3594,0.4014,0,0.6396,0,0.75,0.0667,0.0842,0.0667,0,0,0,0.1848,0,0.3333,0.9722,0.4595
1,1,2.3,2,7,18,Cagnes,0,07-01-2011,0,corde à gauche,terrain bon,2.925 mètres,8,5,M,0,0,0,0,0.75,0.75,0.7592,0.7592,0,0.9038,0,0.7191,0,0.5052,0.9231,0,0.7719,0,0,1,0,0.5,0,0.36,1,0,0.481,0.3462,0.2857,0.0714,0.7143,0,0.6316,0.46,0.7322,0.2121,0.7333,1,0.5,0.4798,1,1,1,1,1,1,0,0.3974,0.5723,0.4086,1,1,0
0,8,0,5,1,16,Wolvega,0,07-01-2011,1,corde à gauche,terrain  (psf),2.100 mètres,4,4,H,0,0,0,0,0,0.6667,1,1,1,1,0,0.5,0,0.5714,0,1,0,0,0,0,0,0.34,0.34,0,0.34,0,0.6429,0.9356,0.3333,0.0952,0.3333,0.5455,0.5,0,0.3985,0.6961,0.3985,0.5882,0.3333,0.3985,0,0.5882,0,0,0,0,0,0,0,0,0.3333,0.9024,0.9397
0,2,0,5,2,15,Wolvega,0,07-01-2011,0,corde à gauche,terrain  (psf),2.600 mètres,14,7,H,0,0,0,0,1,0.6667,0,0,0,0,0,1,1,0.2105,1,1,1,1,1,1,0,1,1,0.4306,1,0,0,0.9412,0.6667,0.6154,0.75,0.4615,0.67,0.34,0.7282,0.8208,0.7282,1,1,0.4182,0.2,1,0,0,0,0,0,0.6351,0.2035,0.6152,1,0.9444,0
0,8,0,5,3,16,Wolvega,0,07-01-2011,1,corde à gauche,terrain  (psf),2.100 mètres,10,5,H,0,0,0,0,0,0,1,1,1,1,0,0.3636,0.625,1,0.8333,1,0,0.6,0.6,0.8,1,0.29,0.34,1,0.5,1,0.6875,1,0.375,0.619,0,0.6,0.4571,0.8,0.1349,0.3134,0.1349,0.1963,0.2857,1,1,1,1,1,1,0,0,0.16,0.1365,0.16,0.5,1,0.9779
0,8,0,5,4,16,Wolvega,0,07-01-2011,1,corde à gauche,terrain  (psf),2.100 mètres,7,13,H,0,0,0,0,1,1,1,1,1,0,0,0.5,1,1,1,1,0.8333,1,1,1,0,0.75,1,1,1,0,0.4167,0.0345,0,0.2381,0,0.3333,0.025,1,0.8663,1,0.8663,1,0.75,1,1,1,1,1,1,0,0,0.4047,0.3939,0.4047,1,0.7568,0.9941
0,8,0,5,5,9,Wolvega,0,07-01-2011,0,corde à gauche,terrain  (psf),2.600 mètres,9,5,H,0,0,0,0,1,1,0.7378,0,0.75,1,0,0.8462,0.6667,0.954,1,0.4,0.7727,0.5,0.5,1,0,0,0.0361,0.4,1,0.34,0.234,0,0.8,0.4151,0.4286,0.3333,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0.4839,0.3003,0.7386,1,0.9444,0
1,1,1.5,5,6,8,Wolvega,0,07-01-2011,0,corde à gauche,terrain  (psf),2.600 mètres,4,5,H,0,0,0,0,0,0,0,0,0.4,0.3613,0,0.1429,0.75,0.8929,1,1,0,0.5,0.5,1,1,0.5,0,0.2,1,1,0.9375,1,0.4286,0,0.625,0.4615,0,0,0.0789,0.3471,0.0789,0,0.5001,0,1,0,1,1,1,0,0,0.4512,0.6101,0.4633,1,0.9167,0.3253
1,1,1.8,1,2,18,Vincennes,0,08-01-2011,1,corde à gauche,terrain bon,2.100 mètres,6,8,H,0,0,0,0,1,0.8333,0.8033,0.8033,0,0.9183,0,0.0698,0.5385,0.3043,0.7143,0.25,0.3182,0.1,0.1,0.6667,0,0.3729,0.3158,0.5147,0.34,0.34,0.6481,0.9455,0.1333,0.2381,0.625,0.3333,0.3,0.2222,0.4289,0.8475,0.4308,0.1437,0.3672,0.6206,1,0.4182,0.2,0.2364,0.2,0,0,0.471,0.464,0.478,0.3333,0.9286,0.7992
1,1,1.6,1,3,9,Vincennes,0,08-01-2011,0,corde à gauche,terrain bon,2.175 mètres,6,3,M,0,0,0,0,1,1,1,1,0,1,0,0,0.3571,0.7333,0.25,0.4444,0,0.3636,0.3636,0,0.4286,0.1786,0.2326,0.7159,0,0.2,0.6667,0.0667,0.125,0.24,0.0625,0.1538,0.5417,0.4,0.4688,0.8631,0.4538,0,0.1834,0.1296,1,0,0.5,0.5227,0.5,1,0,0.1158,0.1064,0.1378,0,1,1
1,1,1.8,1,4,14,Vincennes,1,08-01-2011,0,corde à gauche,terrain bon,2.700 mètres,14,2,F,0,0,0,0,0.5,0.3333,1,1,0,1,0,0.3333,0.75,0.3871,0.7368,1,0.2,0.4286,0.4286,0.5,0,0.0323,0.3333,0.5139,0,0,0.875,0.963,0.2857,0.25,0.8571,0.125,0.6,0.4643,0.5431,0.3248,0.6001,0.3393,0.04,0.5905,0.68,0.471,1,1,1,1,0,0.0159,0.106,0.0167,0,1,0
0,2,0,1,5,16,Vincennes,0,08-01-2011,0,corde à gauche,terrain bon,2.850 mètres,11,6,H,0,0,0,0,0,0,0.867,0.9139,0,0.9486,0,0.4,0.55,1,0.6316,0.8,0.6667,0.1429,0.1429,0.7143,1,0.4533,0.2143,0.3478,0.6267,1,0.7069,0.8974,0.7,0.125,0.625,0.5714,0.7619,0.3158,0.2185,0.3089,0.2185,0.0648,0.4444,0.8228,1,1,0,0,0,1,1,0.5214,0.5285,0.3124,0.6191,0.9211,0.708
1,1,2.2,1,7,15,Vincennes,0,08-01-2011,0,corde à gauche,terrain bon,2.700 mètres,13,12,F,0,0,0,0,0,0,0.9923,0.9923,0,0.9896,0,0.75,0.8889,1,0.5,1,0.6,0.6667,0.6667,1,1,0,0,0,1,1,1,0.9549,0.25,0.0833,0.1176,0.125,0.25,0.2143,0.5528,0.3599,0.6861,0.2345,0,0.6419,1,0.2182,0.6666,0.6535,0.6666,0.8,0,0,0,0,1,0.7838,0.8403
0,8,0,1,9,14,Vincennes,0,08-01-2011,0,corde à gauche,terrain bon,2.200 mètres,9,6,F,0,0,0,0,0.8333,0.8333,1,1,1,1,0,0.875,1,0.8889,1,1,0.5,1,1,1,1,0,1,0,1,1,1,1,0.3,0.2667,0.5,0.25,0.2,0.7429,0.8203,0.8157,0.7886,0.6268,0,0.2908,1,0.3499,0,0,0,1,0,0,0.0098,0,1,0.9091,0.8217
1,1,1.9,1,2,12,Vincennes,0,09-01-2011,1,corde à gauche,terrain bon,2.100 mètres,3,4,F,0,0,0,0,1,0,1,1,0,0.9877,0,1,0.8333,0.7273,1,1,1,1,1,1,0,1,1,0.6731,1,0,0.6,1,0.5714,0.3125,0.25,0.5,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0.2233,0.1828,0.2233,1,1,0
1,1,2.2,1,4,13,Vincennes,1,09-01-2011,1,corde à gauche,terrain bon,2.100 mètres,9,5,F,0,0,0,0,1,0.75,0.8419,0.8419,0,0.7799,0,0.9216,0.1613,0.8871,0.7619,0.5,0.8889,0.1875,0.1875,0.75,1,0.6,0.2941,0.7692,0.6,1,0.8,0.9888,0.3846,0.2143,0.3846,1,0.7857,0.3529,0.4555,0.8984,0.4255,1,0.6,0.6469,1,1,0.6191,0.6361,0.6191,1,0,0.5092,0.6723,0.5748,0.6,0.9821,0.0135
0,2,0,1,5,13,Vincennes,0,09-01-2011,0,corde à gauche,terrain bon,2.700 mètres,13,3,M,0,0,0,0,1,1,0.7722,0.7152,0.2,0.7398,0,0.5641,0.6333,0.8276,0,1,0.4762,0.8,0.8,0.6,1,0,0.746,0.5181,0.8,1,0.6786,0.9715,0,0.0833,0,0.625,0,0.1714,0.3461,0.6716,0.3556,0.4836,0,0.7441,1,0.5905,0.4167,0.3532,0.4167,0.3333,0,0.3049,0.2852,0.129,0.8,1,0.4896
1,1,2.1,1,6,11,Vincennes,0,09-01-2011,0,corde à gauche,terrain bon,2.700 mètres,10,4,M,0,0,0,0,0.6667,0.75,0.189,0.3811,0,0.4864,0,0,0.5,0,1,1,0.3333,0.75,0.75,1,1,0.6,0.6667,0.75,1,1,0.6667,0.9389,0.5,0,0.8125,0.5,0.3846,0.5556,0.7363,0.9339,0.6911,0.6204,0.6,0.7007,1,0.757,1,1,1,1,0,0.709,0.7137,0.52,1,0.9565,0.7154
1,1,1.2,1,8,8,Vincennes,0,09-01-2011,0,corde à gauche,terrain bon,2.200 mètres,6,2,M,0,0,0,0,0,0,1,1,1,1,0,0.8333,0.8333,1,1,1,0.75,0.6667,0.6667,1,1,0,0,1,1,1,1,0.6571,0.2,0.0667,0,0.2857,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0
0,8,0,1,9,11,Vincennes,0,09-01-2011,1,corde à gauche,terrain bon,2.100 mètres,5,4,M,0,0,0,0,0.75,0.75,0.8803,0.9075,0,0.7532,0,0.5714,0.2,0.8889,1,0.6667,0,0,0,0,1,0,0,0.12,0,1,1,0.875,0,0,0.0625,0,0,0.069,0.1805,0.507,0.1844,0.1749,0,0.3756,1,0.6355,0.5713,0.5546,0.5713,1,0,0,0,0,0,0.963,0.5212
0,8,0,3,1,14,Cordemais,0,09-01-2011,0,corde à gauche,terrain bon,2.150 mètres,11,4,M,0,0,0,0,0,1,1,1,1,1,0,0.8333,1,0.8462,1,1,0.5,1,1,1,1,0,1,0,1,1,0.9167,0.7656,0.375,0.9444,0.8182,0.1,0.6061,0.4,0.2143,0.8317,0.2143,1,0,0.192,1,1,1,1,1,0,0,0,0,0,1,1,0
1,1,1.3,3,2,15,Cordemais,0,09-01-2011,0,corde à gauche,terrain bon,2.825 mètres,12,6,F,0,0,0,0,0,0,1,1,0.3333,1,0,0.9091,0,0.6,0.75,0.8333,0.7143,0,0,0.5,0.5,0,0,0.23,0,0,0.931,0.9571,0.125,0.3125,0.8125,0.25,0.5333,0,0.2584,0.287,0.2566,0.2478,0,0.201,0.5,0.4034,0.375,0.3317,0.375,0,0,0,0,0,0,0.9722,0
0,8,0,3,3,14,Cordemais,0,09-01-2011,0,corde à gauche,terrain bon,2.825 mètres,14,4,F,0,0,0,0,1,1,0.6454,0.754,0.25,0.4725,0,0,1,0,0.5,0.25,0,1,1,0,0.5,0.24,1,0.0476,0,0.67,0.5128,0.7059,0.125,0,0.8571,0.125,0.3158,1,0.2479,0.8122,0.2499,0.4231,0.2308,0.2638,0,0.4231,1,1,1,0,0,0.3202,0.1638,0.3202,0,1,0.4035
0,8,0,3,4,16,Cordemais,0,09-01-2011,0,corde à gauche,terrain bon,2.825 mètres,12,5,H,0,0,0,0,1,1,0.9764,0.9955,0.3333,0.8088,0,1,1,0,0.4,0,1,1,1,0,0.5,1,1,0.7429,0.34,0.5,0,0.9649,0.4286,0.3125,0.8235,0.7273,0.6512,0.48,0.5776,0.649,0.5905,0.9091,1,0.6327,0.5,0.8333,0.75,0.7451,0.75,0,1,0.7526,0.6219,0.7371,0.3333,0.9787,0.9239
0,8,0,3,5,18,Cordemais,0,09-01-2011,0,corde à gauche,terrain bon,2.825 mètres,15,10,H,0,0,0,0,0.6667,0.75,0.9378,0.9378,0.2,0.9717,0,0.6,1,0.8529,0.7143,1,0,1,1,0,1,0,1,0.2,0,1,1,0,0.3333,0.1875,0.9524,0.4444,0.6364,0.5,0.4103,0.4908,0.4293,0.4445,0,0.2472,1,0.7619,0,0,0,0,0,0,0,0,0,0.9107,0.398
0,8,0,3,6,14,Cordemais,0,09-01-2011,0,corde à gauche,terrain bon,2.150 mètres,3,6,F,0,0,0,0,0,0,1,1,1,1,0,0.9286,1,0.9412,1,1,0.6667,1,1,1,1,0,1,0,1,1,1,0.4516,0.625,0.2222,0.75,0.7778,0.4643,0.5,0.2938,0.2833,0.2917,0.7143,0,0.245,0.0208,0.6429,0.375,0.3317,0.375,0,0,0,0,0,1,1,0
1,1,1.1,3,8,8,Cordemais,0,09-01-2011,0,corde à gauche,terrain bon,2.150 mètres,2,4,M,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.8,0.8333,0.8667,0.8571,0.45,0,0,0,0,0.0387,0,0,0,0.3183,0.875,0.8663,0.875,0,0,0,0,0,0,1,0.9772
0,8,0,1,1,20,Vincennes,1,10-01-2011,0,corde à gauche,terrain bon,2.850 mètres,13,7,F,0,0,0,0,0,0.8,0.7062,0.7189,0,0.8559,0,0.5745,0,0.8,0.375,0.5,0.6316,0.1111,0.1111,0.5714,1,0.65,0.5833,0.63,0.7,1,0.5192,0.9032,0.7586,0.1579,0.2857,0.2222,0.2222,0.5319,0.8129,0.9128,0.8923,0.7552,0.65,0.5696,1,0.9,0.25,0.2573,0.25,1,0,0.6975,0.6735,0.6975,0.7,0.9577,0.5764
0,8,0,1,2,15,Vincennes,0,10-01-2011,1,corde à gauche,terrain bon,2.100 mètres,6,3,M,0,0,0,0,1,0.8,1,1,0,1,0,0.6774,0.3,1,0.8333,0,0.375,0.5,0.5,1,0,0.1228,0.5758,0.8219,1,0.75,1,0.92,0,0.3125,0.0714,0.2222,0.6786,0,0.0051,0.6421,0.0041,0.0739,0.125,0,1,0,0.3334,0.2876,0.3334,0,0,0.3702,0.4139,0.3702,1,1,0.8843
0,8,0,1,4,14,Vincennes,0,10-01-2011,0,corde à gauche,terrain bon,2.700 mètres,4,3,F,0,0,0,0,0.3333,0.4,0.8839,0.843,1,0.3106,0,0.75,1,0.6296,0.6667,1,0.5,1,1,0,0,0.34,0.122,0,0,0,0.5,0.8667,0.25,0.3333,0.1875,0.125,0.2941,0.5,0.1811,0.8818,0.1727,0.5255,0.3333,0.1322,1,0.2198,0.7778,0.7625,0.7778,1,1,0.4197,0.312,0.394,0,1,0.6887
0,2,0,1,6,14,Vincennes,0,10-01-2011,1,corde à gauche,terrain bon,2.100 mètres,10,6,F,0,0,0,0,1,1,1,1,1,1,0,0.8182,1,0.7727,1,1,0.6667,1,1,1,0,0.5,1,0.3939,1,0,1,0.5956,0.5,0.8125,1,0.375,0.7391,0.0667,0.1596,0.7895,0.1621,0.0451,0.5,0.1074,0.15,0.2778,0.6429,0.6009,0.6429,1,0,0.3724,0.3985,0.3724,1,0.9259,0
0,2,0,1,8,11,Vincennes,0,10-01-2011,0,corde à gauche,terrain bon,2.200 mètres,5,2,F,0,0,0,0,0.4,0.4,1,1,1,1,0,1,1,0.875,1,1,0.75,0.6667,0.6667,1,1,0,0,0,1,1,1,0.3913,0.2,0.2667,0,0,0.35,0,0,0,0,0.2701,0,0,1,0.5263,1,1,1,0,1,0,0,0,1,1,0.9106
0,8,0,3,1,16,Marseille,0,10-01-2011,0,corde à gauche,terrain bon,2.650 mètres,9,7,M,0,0,0,0,0,0,0.8535,0.917,0,0.9503,0,0.5833,0,0.8889,1,0,0,0,0,1,0.5,0.0862,0,0.4945,1,0.75,0.8571,0.9655,0.4286,0.875,0.3125,0.1667,1,0.5106,0.3564,0.5268,0.3564,0.2,0.0857,0.2436,1,0,0.6,0.5842,0.6,0,0,0.3678,0.4147,0.2716,1,1,0.5849
1,1,2.1,3,2,15,Marseille,0,10-01-2011,0,corde à gauche,terrain bon,2.650 mètres,14,9,M,0,0,0,0,0,0,1,1,0,0.9647,0,0.1818,0,0.64,1,0.5,0,0,0,1,0,0,0,0,1,0.5,1,0.938,0.125,0.1111,0.8571,0.5,0,0,0.0283,0,0.0283,0,0,0.1044,0.25,0,0.6,0.5644,0.6,0,0,0,0,0,1,0.878,0
1,1,1.4,3,3,16,Marseille,0,10-01-2011,0,corde à gauche,terrain bon,2.650 mètres,13,4,H,0,0,0,0,0.5,0.25,0.9796,1,0.25,0.9013,0,0.9437,0,0.9625,1,1,0.8235,0,0,1,1,0,0,0,1,1,1,0.9744,0.9091,0.2,0,0.5455,0.3913,0.2885,0,0.2691,0,1,0,0,0.3333,1,0.6364,0.6004,0.6364,0,0,0.0929,0.3309,0.0818,1,0.9091,0.0773
1,1,1.7,3,4,12,Marseille,0,10-01-2011,0,corde à gauche,terrain bon,2.650 mètres,3,8,F,0,0,0,0,0,0,0.5609,0.5915,0,0.6333,0,0,0,1,1,0.5,0,0,0,1,1,0,0,1,1,1,0.6818,0.9151,0.5714,0.6667,0,0.5,0.3333,0.5952,0.5421,0.5052,0.4894,0.5819,0,1,1,1,0,0,0,0,1,0.4985,0.4648,0.5349,1,0.8667,0.8161
0,8,0,3,7,12,Marseille,0,10-01-2011,0,corde à gauche,terrain bon,2.650 mètres,8,4,F,0,0,0,0,0,0.3333,1,1,1,1,0,0.6667,0,0.6667,1,1,0.5,0,0,1,1,0.34,0,0.34,1,1,1,1,0,0.1429,0.5714,0,0,0.1389,0,0.2778,0,0.5625,0.3334,0,0.6364,0.5909,0.6364,0.6004,0.6364,0,0,0,0.0283,0,1,1,0.9283
1,1,1.7,3,8,16,Marseille,0,10-01-2011,0,corde à gauche,terrain bon,2.650 mètres,4,4,H,0,0,0,0,0.25,0.25,0.922,0.922,0.3333,0.8064,0,0.8684,0,0.902,0.375,1,0.4,0,0,0.25,1,0.4,0,0,0,1,0.6,1,0.1429,0.5,0.125,0.4444,0.6,0.4324,0.505,0.8621,0.505,0.4545,0.4,0.5744,1,0.7333,0.1668,0.2198,0.1668,0,0,0.8347,0.8682,0.8082,0,1,0
0,1,0,1,1,20,Vincennes,1,11-01-2011,0,corde à gauche,terrain collant,2.850 mètres,4,14,H,0,0,0,0,0,0.3333,0.9646,0.9646,0,0.9312,0,1,1,0.9646,0.4118,1,1,0.8889,0.8889,0.2,0,1,0,0.3056,0.6344,0,0.6905,0.9652,0.4545,0.5263,0.4091,0.7368,0.4242,0.5238,0.6928,0.659,0.6936,0.9266,1,0.6745,0.25,0.6454,1,1,1,1,0,0.5002,0.4367,0.3861,0.6319,0.8941,0.6881
1,1,1.6,1,2,16,Vincennes,0,11-01-2011,1,corde à gauche,terrain collant,2.100 mètres,6,3,F,0,0,0,0,1,1,0.5363,0.6937,0,0.4059,0,0.6667,0.3158,0.9298,1,0.8,0.75,0,0,1,0.5,0.5,0.6061,0.6667,1,0,0.9524,0.6154,0.2857,0.2381,0,0,0.6087,0.7179,0.2744,0.9065,0.2711,0.353,0.5001,0.2513,1,0.1025,0.619,0.5436,0.619,0.6667,0,0.512,0.5845,0.4169,1,1,0
0,8,0,1,4,18,Vincennes,0,11-01-2011,0,corde à gauche,terrain collant,2.700 mètres,7,4,M,0,0,0,0,1,1,1,1,0,1,0,0.7647,0.875,0.7188,1,1,0.5714,0.6,0.6,1,1,0,0.34,0.23,1,1,1,0.9545,0.3333,0.3333,0.65,0,0.5294,0.1333,0.2964,0.665,0.2982,0.5387,0,0.2418,0.375,0.6607,0.4286,0.355,0.4286,0.4286,0,0.0674,0.0975,0,1,0.9792,0.4513
